kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5972334,K00191.03,,CANDIDATE,CANDIDATE,,,,,,0.70859820,8.60000e-06,-8.60000e-06,133.3729000,1.40000e-03,-1.40000e-03,0.4790,0.10,-0.10,1.4539,,,194,,,1.24,0.65,-0.65,1922.0,,,,,,31.80,,,5696.00,104.00,-104.00,4.520,0.300,-0.300,0.8800,0.4600,-0.4600,295.287230,41.221958,14.991
11337833,K01651.01,Kepler-921 b,CONFIRMED,NOT DISPOSITIONED,,,,,,51.30020000,1.40000e-03,-1.40000e-03,153.5343000,9.40000e-03,-9.40000e-03,0.9280,0.10,-0.10,5.8989,,,559,,,2.70,1.20,-1.20,494.0,,,,,,22.90,,,6034.00,84.00,-84.00,4.510,0.300,-0.300,0.9400,0.4000,-0.4000,284.616210,49.190811,14.739
11391667,K01652.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.08373681,7.00000e-08,-7.00000e-08,134.1362400,4.00000e-05,-4.00000e-05,0.9100,0.10,-0.10,1.4942,,,8958,,,14.60,4.70,-4.70,1923.0,,,,,,346.80,,,5641.00,68.00,-68.00,4.230,0.300,-0.300,1.1900,0.3900,-0.3900,285.302060,49.263451,12.923
11392017,K01653.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.45571390,9.80000e-06,-9.80000e-06,133.0291000,2.80000e-03,-2.80000e-03,1.0100,0.61,-0.61,2.3600,,,289,,,11.50,5.80,-5.80,1868.0,,,,,,32.60,,,5216.00,74.00,-74.00,3.720,0.300,-0.300,2.5000,0.4000,-0.4000,285.535490,49.298439,13.390
11546211,K01654.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.09721112,2.60000e-07,-2.60000e-07,131.5166600,1.60000e-04,-1.60000e-04,1.2400,0.91,-0.91,1.5834,,,40808,,,27.00,12.00,-12.00,913.0,,,,,,395.80,,,3832.00,200.00,-200.00,4.750,0.300,-0.300,0.4960,0.0230,-0.0230,283.796540,49.503990,15.155
11547505,K01655.01,Kepler-922 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.93847040,5.50000e-06,-5.50000e-06,135.5996400,7.80000e-04,-7.80000e-04,0.6300,0.16,-0.16,1.3268,,,220,,,1.53,0.60,-0.60,1866.0,,,,,,58.30,,,5885.00,87.00,-87.00,4.440,0.300,-0.300,0.9800,0.3800,-0.3800,284.731450,49.533192,13.757
8488878,K01248.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.80187670,2.60000e-06,-2.60000e-06,357.4530600,2.60000e-04,-2.60000e-04,0.7810,0.10,-0.10,3.6082,,,41498,,,17.10,7.20,-7.20,834.0,,,,,,1487.90,,,5613.00,200.00,-200.00,4.730,0.300,-0.300,0.7100,0.3000,-0.3000,289.405730,44.516941,15.359
8560285,K01249.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,85.34088000,1.90000e-04,-1.90000e-04,386.2110900,4.00000e-04,-4.00000e-04,0.8640,0.10,-0.10,10.5934,,,43580,,,22.30,8.00,-8.00,374.0,,,,,,1377.70,,,5745.00,200.00,-200.00,4.610,0.300,-0.300,0.8400,0.3000,-0.3000,291.902370,44.683731,15.252
8620565,K01250.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.78204550,2.20000e-07,-2.20000e-07,134.0207200,1.80000e-04,-1.80000e-04,1.0000,0.36,-0.36,1.4911,,,15962,,,24.00,14.00,-14.00,2070.0,,,,,,283.60,,,6098.00,106.00,-106.00,4.460,0.300,-0.300,1.0100,0.5800,-0.5800,290.267670,44.712849,14.912
8616873,K01251.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.57608036,9.00000e-08,-9.00000e-08,134.1052100,9.00000e-05,-9.00000e-05,1.0500,0.44,-0.44,1.2331,,,9769,,,19.40,8.90,-8.90,2026.0,,,,,,548.00,,,5697.00,83.00,-83.00,4.560,0.300,-0.300,0.8400,0.2700,-0.2700,288.700870,44.707680,15.237
8737796,K01252.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.88574975,5.00000e-07,-5.00000e-07,134.4835900,1.50000e-04,-1.50000e-04,0.9521,0.10,-0.10,3.7669,,,5136,,,8.20,4.00,-4.00,1660.0,,,,,,483.90,,,5488.00,61.00,-61.00,4.580,0.300,-0.300,0.8000,0.3900,-0.3900,284.282530,44.987228,12.686
8462258,K01253.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,3.61152800,8.00000e-06,-8.00000e-06,357.2530000,1.30000e-03,-1.30000e-03,1.0100,0.32,-0.32,6.2190,,,2944,,,10.50,5.00,-5.00,984.0,,,,,,208.60,,,5011.00,200.00,-200.00,4.510,0.300,-0.300,0.8900,0.3000,-0.3000,301.355070,44.492271,15.736
10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,,,,,,8.04131700,3.30000e-05,-3.30000e-05,143.0390000,1.50000e-03,-1.50000e-03,0.6500,0.17,-0.17,2.6487,,,550,,,1.60,0.10,-0.10,623.0,,,,,,80.20,,,4619.00,58.00,-58.00,4.660,0.100,-0.100,0.6540,0.0240,-0.0240,294.121430,48.349522,13.738
8454250,K01254.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.08274800,3.70000e-05,-3.70000e-05,137.2576000,5.10000e-03,-5.10000e-03,0.7500,0.77,-0.77,6.0492,,,1753,,,3.40,,,777.0,,,,,,79.90,,,4616.00,,,4.528,,,0.7580,,,299.073880,44.431679,12.777
8494263,K01255.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,78.92509000,4.70000e-04,-4.70000e-04,429.3754000,1.20000e-03,-1.20000e-03,0.5760,0.10,-0.10,7.5842,,,11269,,,7.20,3.30,-3.30,332.0,,,,,,216.20,,,5521.00,200.00,-200.00,4.790,0.300,-0.300,0.6600,0.3000,-0.3000,291.445220,44.528690,15.913
8848271,K01256.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,9.99162430,5.20000e-06,-5.20000e-06,137.4473800,3.60000e-04,-3.60000e-04,1.1400,0.99,-0.99,3.0403,,,3493,,,27.00,18.00,-18.00,913.0,,,,,,332.50,,,5853.00,101.00,-101.00,4.320,0.300,-0.300,1.1100,0.5800,-0.5800,301.042390,45.022888,14.039
8751933,K01257.01,Kepler-420 b,CONFIRMED,CANDIDATE,,,,,,86.64774000,1.30000e-04,-1.30000e-04,173.7934100,5.40000e-04,-5.40000e-04,0.0200,0.97,-0.97,4.2503,,,7248,,,7.10,4.70,-4.70,364.0,,,,,,279.30,,,5311.00,80.00,-80.00,4.470,0.300,-0.300,0.8500,0.5600,-0.5600,291.225190,44.927380,14.651
8630788,K01258.01,Kepler-281 c,CONFIRMED,CANDIDATE,,,,,,36.33767000,1.40000e-04,-1.40000e-04,160.3969000,1.90000e-03,-1.90000e-03,0.7820,0.10,-0.10,6.7665,,,2863,,,4.90,2.50,-2.50,499.0,,,,,,98.10,,,5675.00,106.00,-106.00,4.570,0.300,-0.300,0.8400,0.4200,-0.4200,294.108180,44.770699,15.773
8630788,K01258.02,Kepler-281 b,CONFIRMED,NOT DISPOSITIONED,,,,,,14.64613000,1.60000e-04,-1.60000e-04,136.5208000,5.20000e-03,-5.20000e-03,0.6450,0.10,-0.10,5.6350,,,620,,,2.20,1.10,-1.10,676.0,,,,,,34.20,,,5675.00,106.00,-106.00,4.570,0.300,-0.300,0.8400,0.4200,-0.4200,294.108180,44.770699,15.773
7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,,,,,,5.62154600,5.00000e-05,-5.00000e-05,136.8893000,3.10000e-03,-3.10000e-03,0.1700,0.29,-0.29,2.4700,,,168,,,1.15,0.29,-0.29,981.0,,,,,,34.70,,,5870.00,70.00,-70.00,4.540,0.300,-0.300,0.8900,0.2200,-0.2200,294.985470,42.727669,13.687
7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.07410810,1.30000e-06,-1.30000e-06,133.8411500,6.50000e-04,-6.50000e-04,0.2000,0.79,-0.79,1.8018,,,77,,,0.58,0.38,-0.38,1308.0,,,,,,69.70,,,4830.00,61.00,-61.00,4.620,0.300,-0.300,0.6800,0.3700,-0.3700,289.248170,42.565559,11.748
9451127,K01381.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.11740090,2.80000e-07,-2.80000e-07,134.5859100,4.00000e-05,-4.00000e-05,0.6720,0.10,-0.10,3.8400,,,66307,,,28.00,12.00,-12.00,1091.0,,,,,,3545.30,,,6111.00,122.00,-122.00,4.480,0.300,-0.300,0.9800,0.4200,-0.4200,284.822720,46.013721,15.764
9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.20233592,3.60000e-07,-3.60000e-07,179.5333100,6.00000e-05,-6.00000e-05,0.0289,0.10,-0.10,3.7885,,,52561,,,24.00,11.00,-11.00,1239.0,,,,,,2323.80,,,6151.00,148.00,-148.00,4.390,0.300,-0.300,1.0800,0.4800,-0.4800,282.184390,46.006859,15.653
8953257,K01383.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,3.22178448,3.10000e-07,-3.10000e-07,136.1412100,7.00000e-05,-7.00000e-05,0.7960,0.10,-0.10,3.0053,,,46750,,,28.00,11.00,-11.00,1376.0,,,,,,1693.10,,,6265.00,105.00,-105.00,4.410,0.300,-0.300,1.0900,0.4300,-0.4300,291.920650,45.247028,14.601
9527915,K00165.01,Kepler-478 b,CONFIRMED,CANDIDATE,,,,,,13.22178000,4.40000e-05,-4.40000e-05,139.5696000,1.30000e-03,-1.30000e-03,0.8200,0.23,-0.23,2.9180,,,892,,,2.74,0.30,-0.30,651.0,,,,,,103.10,,,5221.00,56.00,-56.00,4.530,0.100,-0.100,0.8140,0.0490,-0.0490,292.486940,46.196209,13.938
8971432,K01384.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.62438699,8.00000e-08,-8.00000e-08,133.0433300,8.00000e-05,-8.00000e-05,1.1300,0.69,-0.69,1.6114,,,37954,,,38.00,33.00,-33.00,1912.0,,,,,,801.40,,,5352.00,97.00,-97.00,4.480,0.300,-0.300,0.8500,0.6400,-0.6400,297.573490,45.233299,15.487
9278553,K01385.01,,CANDIDATE,CANDIDATE,,,,,,18.61009310,6.20000e-06,-6.20000e-06,139.0842600,1.20000e-04,-1.20000e-04,1.3000,0.84,-0.84,5.2165,,,61765,,,64.00,36.00,-36.00,708.0,,,,,,276.70,,,6110.00,103.00,-103.00,4.490,0.300,-0.300,0.9700,0.3200,-0.3200,290.883540,45.765869,15.840
9143254,K01386.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.13752504,9.00000e-08,-9.00000e-08,133.8048600,6.00000e-05,-6.00000e-05,1.2100,0.70,-0.70,2.0630,,,17903,,,41.00,24.00,-24.00,1770.0,,,,,,1421.40,,,5923.00,101.00,-101.00,4.460,0.300,-0.300,0.9600,0.3600,-0.3600,286.361880,45.555161,15.452
8949247,K01387.01,,CANDIDATE,CANDIDATE,,,,,,23.79993200,3.80000e-06,-3.80000e-06,152.5647400,5.80000e-05,-5.80000e-05,1.1100,0.11,-0.11,4.9720,,,59578,,,47.00,21.00,-21.00,639.0,,,,,,4178.20,,,5916.00,95.00,-95.00,4.460,0.300,-0.300,0.9600,0.4200,-0.4200,290.493070,45.205898,14.669
9346253,K01388.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,34.06456920,8.80000e-06,-8.80000e-06,150.4512200,1.80000e-04,-1.80000e-04,0.3610,0.10,-0.10,9.3289,,,31171,,,17.80,7.60,-7.60,598.0,,,,,,1563.60,,,6204.00,115.00,-115.00,4.470,0.300,-0.300,1.0200,0.4300,-0.4300,293.386630,45.870270,15.443
9002237,K01389.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,4.35008720,4.00000e-07,-4.00000e-07,134.7996700,7.00000e-05,-7.00000e-05,0.9600,0.17,-0.17,2.2691,,,23168,,,23.20,9.20,-9.20,1129.0,,,,,,1362.30,,,6042.00,99.00,,4.500,0.300,-0.300,0.9500,0.3800,-0.3800,283.189090,45.364170,14.855
7871954,K01515.02,Kepler-303 c,CONFIRMED,NOT DISPOSITIONED,,,,,,7.06119300,4.00000e-05,-4.00000e-05,136.2722000,2.00000e-03,-2.00000e-03,0.8900,0.20,-0.20,1.1918,,,503,,,1.49,0.21,-0.21,561.0,,,,,,33.20,,,4212.00,73.00,-73.00,4.720,0.300,-0.300,0.5470,0.0120,-0.0120,283.135470,43.657051,14.390
12418724,K01516.01,Kepler-873 b,CONFIRMED,CANDIDATE,,,,,,20.55341000,2.20000e-04,-2.20000e-04,139.5582000,4.20000e-03,-4.20000e-03,0.6800,0.24,-0.24,5.0883,,,716,,,3.00,1.30,-1.30,733.0,,,,,,42.80,,,6314.00,124.00,-124.00,4.440,0.300,-0.300,1.0700,0.4700,-0.4700,296.403200,51.271339,14.829
7456001,K01517.01,Kepler-874 b,CONFIRMED,CANDIDATE,,,,,,40.06841000,3.00000e-04,-3.00000e-04,151.8089000,2.90000e-03,-2.90000e-03,0.0192,0.10,-0.10,5.9708,,,969,,,3.20,1.30,-1.30,562.0,,,,,,68.80,,,6061.00,107.00,-107.00,4.430,0.300,-0.300,1.0300,0.4300,-0.4300,294.956850,43.014332,14.683
7549209,K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE,,,,,,27.50655000,4.70000e-04,-4.70000e-04,151.8473000,6.20000e-03,-6.20000e-03,0.0166,0.10,-0.10,5.5120,,,539,,,2.00,1.20,-1.20,562.0,,,,,,32.90,,,5771.00,109.00,-109.00,4.550,0.300,-0.300,0.8600,0.5100,-0.5100,297.301300,43.141891,15.219
7663405,K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE,,,,,,5.14439200,7.70000e-05,-7.70000e-05,133.8272000,5.20000e-03,-5.20000e-03,0.8300,0.51,-0.51,2.5239,,,322,,,1.46,0.70,-0.70,785.0,,,,,,20.50,,,4994.00,200.00,-200.00,4.680,0.300,-0.300,0.7100,0.3000,-0.3000,283.478180,43.383781,15.369
9765975,K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE,,,,,,18.45848000,1.50000e-04,-1.50000e-04,138.1638000,3.10000e-03,-3.10000e-03,0.4700,0.68,-0.68,3.2938,,,541,,,1.90,1.60,-1.60,604.0,,,,,,50.50,,,5372.00,82.00,-82.00,4.510,0.300,-0.300,0.8300,0.6900,-0.6900,289.859130,46.522671,14.516
9818462,K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE,,,,,,25.94199000,3.00000e-04,-3.00000e-04,156.1920000,4.20000e-03,-4.20000e-03,0.4500,0.71,-0.71,3.9625,,,620,,,1.93,0.74,-0.74,504.0,,,,,,40.10,,,5134.00,69.00,-69.00,4.540,0.300,-0.300,0.7700,0.2200,-0.2200,285.296200,46.603439,14.817
12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,,,,,,33.38541000,4.40000e-04,-4.40000e-04,148.9289000,5.10000e-03,-5.10000e-03,0.3300,0.58,-0.58,5.0904,,,550,,,2.32,0.95,-0.95,572.0,,,,,,39.00,,,5803.00,108.00,-108.00,4.410,0.300,-0.300,0.9900,0.3800,-0.3800,295.806580,50.909801,14.264
9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.48152000,2.20000e-04,-2.20000e-04,135.8044000,8.80000e-03,-8.80000e-03,0.8900,0.10,-0.10,6.0311,,,215,,,1.40,1.30,-1.30,771.0,,,,,,29.00,,,5264.00,103.00,-103.00,4.500,0.300,-0.300,0.8300,0.7300,-0.7300,298.730070,46.688671,14.673
4826110,K01524.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.33340700,4.80000e-06,-4.80000e-06,134.1769000,2.10000e-03,-2.10000e-03,0.6200,0.77,-0.77,1.0447,,,150,,,1.02,0.55,-0.55,1355.0,,,,,,14.60,,,5159.00,94.00,-94.00,4.540,0.300,-0.300,0.7800,0.2700,-0.2700,288.925750,39.901550,15.299
11455491,K00178.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.14282600,2.50000e-05,-2.50000e-05,135.1622000,2.90000e-03,-2.90000e-03,0.0290,0.10,-0.10,4.7180,,,137,,,1.32,0.59,-0.59,1156.0,,,,,,42.80,,,6494.00,84.00,-84.00,4.400,0.300,-0.300,1.1400,0.3100,-0.3100,292.031490,49.388618,13.450
5527172,K01678.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.18396290,5.20000e-07,-5.20000e-07,132.8644300,1.10000e-04,-1.10000e-04,0.6720,0.10,-0.10,3.3637,,,39330,,,19.30,6.50,-6.50,1135.0,,,,,,1241.80,,,5640.00,200.00,-200.00,4.550,0.300,-0.300,0.9000,0.3000,-0.3000,289.818050,40.723919,12.678
10799735,K00193.01,,CANDIDATE,CANDIDATE,,,,,,37.59027200,1.60000e-05,-1.60000e-05,157.3497200,1.50000e-04,-1.50000e-04,0.3170,0.10,-0.10,4.3350,,,19652,,,14.00,6.40,-6.40,567.0,,,,,,1185.40,,,6134.00,117.00,-117.00,4.480,0.300,-0.300,0.9900,0.4500,-0.4500,292.876160,48.195309,14.904
5529643,K01679.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.75976630,1.80000e-06,-1.80000e-06,131.7917000,1.50000e-03,-1.50000e-03,0.0280,0.10,-0.10,3.4617,,,434,,,2.00,1.30,-1.30,2073.0,,,,,,70.70,,,6158.00,138.00,-138.00,4.480,0.300,-0.300,0.9900,0.4000,-0.4000,290.511050,40.708569,15.932
5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.08255400,3.20000e-05,-3.20000e-05,132.9550000,4.10000e-03,-4.10000e-03,0.3600,0.83,-0.83,2.9061,,,101,,,0.86,0.81,-0.81,970.0,,,,,,16.00,,,5706.00,86.00,-86.00,4.560,0.300,-0.300,0.8500,0.6800,-0.6800,290.923160,40.771030,14.445
5531953,K01681.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,6.93919600,6.90000e-05,-6.90000e-05,138.3333000,3.50000e-03,-3.50000e-03,0.2300,0.45,-0.45,2.1440,,,586,,,1.26,0.25,-0.25,510.0,,,,,,25.70,,,3891.00,200.00,-200.00,4.750,0.300,-0.300,0.5030,0.0240,-0.0240,291.285000,40.730049,15.855
5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,88.79360000,3.20000e-03,-3.20000e-03,160.5680000,2.50000e-02,-2.50000e-02,1.0100,0.99,-0.99,10.9445,,,442,,,19.40,9.70,-9.70,613.0,,,,,,15.80,,,4877.00,200.00,-200.00,3.480,0.300,-0.300,3.5100,0.3000,-0.3000,291.218110,40.839329,13.747
6034945,K01683.01,Kepler-927 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.11513000,1.10000e-04,-1.10000e-04,133.9690000,4.40000e-03,-4.40000e-03,0.4600,0.25,-0.25,4.5734,,,307,,,1.80,0.62,-0.62,900.0,,,,,,36.40,,,5919.00,105.00,-105.00,4.420,0.300,-0.300,1.0100,0.3500,-0.3500,289.383510,41.392689,14.630
6048024,K01684.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,62.81557000,1.80000e-04,-1.80000e-04,151.4776000,1.10000e-03,-1.10000e-03,0.9900,0.12,-0.12,2.5694,,,1640,,,7.30,2.60,-2.60,516.0,,,,,,121.20,,,6387.00,81.00,-81.00,4.430,0.300,-0.300,1.0900,0.2300,-0.2300,293.534480,41.329899,12.849
6049190,K01685.01,Kepler-1764 b,CONFIRMED,NOT DISPOSITIONED,,,,,,70.46540000,1.00000e-03,-1.00000e-03,189.1697000,5.30000e-03,-5.30000e-03,0.6900,0.31,-0.31,6.8268,,,915,,,3.60,1.50,-1.50,506.0,,,,,,45.60,,,6450.00,136.00,-136.00,4.420,0.300,-0.300,1.1200,0.4600,-0.4600,293.879880,41.393822,14.811
6149553,K01686.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,56.86720000,2.10000e-03,-2.10000e-03,157.2620000,1.30000e-02,-1.30000e-02,0.7200,0.33,-0.33,4.2265,,,631,,,1.33,0.47,-0.47,246.0,,,,,,5.20,,,3815.00,200.00,-200.00,4.760,0.300,-0.300,0.4940,0.0220,-0.0220,298.507260,41.479050,15.886
6198999,K01687.01,Kepler-928 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.93244900,3.30000e-05,-3.30000e-05,132.5555000,2.80000e-03,-2.80000e-03,0.7300,0.38,-0.38,2.2252,,,425,,,1.48,0.19,-0.19,828.0,,,,,,36.40,,,4775.00,67.00,-67.00,4.630,0.300,-0.300,0.6640,0.0180,-0.0180,289.920720,41.542831,15.320
6310636,K01688.01,Kepler-929 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.92105600,1.20000e-05,-1.20000e-05,132.0227000,2.50000e-03,-2.50000e-03,0.8520,0.10,-0.10,3.4118,,,114,,,1.12,0.56,-0.56,1831.0,,,,,,29.90,,,5822.00,97.00,-97.00,4.500,0.300,-0.300,0.9200,0.4500,-0.4500,298.481110,41.615341,14.542
10904857,K00194.01,Kepler-488 b,CONFIRMED,FALSE POSITIVE,,,,,,3.12082903,4.60000e-07,-4.60000e-07,139.4655600,1.00000e-04,-1.00000e-04,0.7800,0.10,-0.10,2.0209,,,17254,,,14.50,6.10,-6.10,1287.0,,,,,,752.60,,,6115.00,90.00,-90.00,4.490,0.300,-0.300,0.9800,0.4100,-0.4100,282.966160,48.345070,14.804
8630788,K01258.03,Kepler-281 d,CONFIRMED,CANDIDATE,,,,,,148.26820000,2.50000e-03,-2.50000e-03,138.0110000,6.90000e-03,-6.90000e-03,1.1400,0.17,-0.17,5.4432,,,1824,,,18.00,11.00,-11.00,313.0,,,,,,22.60,,,5675.00,106.00,-106.00,4.570,0.300,-0.300,0.8400,0.4200,-0.4200,294.108180,44.770699,15.773
8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.50650440,2.30000e-06,-2.30000e-06,178.1853200,9.80000e-04,-9.80000e-04,0.0270,0.10,-0.10,3.1726,,,772,,,1.41,0.28,-0.28,887.0,,,,,,94.10,,,4032.00,200.00,-200.00,4.740,0.300,-0.300,0.5220,0.0280,-0.0280,293.617430,45.016701,15.591
8766222,K01260.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.29718500,1.90000e-05,-1.90000e-05,177.9563000,2.50000e-03,-2.50000e-03,0.0200,0.10,-0.10,4.0223,,,835,,,1.70,,,608.0,,,,,,47.70,,,3877.00,,,4.587,,,0.6060,,,296.396390,44.963036,13.850
8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,,,,,,133.46100000,7.60000e-04,-7.60000e-04,216.0408000,2.00000e-03,-2.00000e-03,0.6290,0.10,-0.10,11.9415,,,5192,,,7.00,3.10,-3.10,354.0,,,,,,180.60,,,5976.00,151.00,-151.00,4.510,0.300,-0.300,0.9300,0.4100,-0.4100,287.174900,44.878571,15.120
10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,,,,,,5.18854800,2.90000e-05,-2.90000e-05,145.3635000,1.90000e-03,-1.90000e-03,0.5400,0.21,-0.21,2.4914,,,320,,,1.18,0.08,-0.08,722.0,,,,,,54.70,,,4619.00,58.00,-58.00,4.660,0.100,-0.100,0.6540,0.0240,-0.0240,294.121430,48.349522,13.738
8678594,K01261.02,Kepler-799 c,CONFIRMED,NOT DISPOSITIONED,,,,,,15.19471000,2.90000e-04,-2.90000e-04,142.7314000,6.90000e-03,-6.90000e-03,0.8950,0.10,-0.10,3.2752,,,337,,,2.02,0.90,-0.90,730.0,,,,,,22.80,,,5976.00,151.00,-151.00,4.510,0.300,-0.300,0.9300,0.4100,-0.4100,287.174900,44.878571,15.120
8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.17098000,2.20000e-05,-2.20000e-05,359.8291500,8.80000e-04,-8.80000e-04,0.7200,0.48,-0.48,3.5589,,,2912,,,4.80,1.80,-1.80,593.0,,,,,,130.10,,,4919.00,200.00,-200.00,4.560,0.300,-0.300,0.8200,0.3000,-0.3000,296.933930,44.853642,15.379
8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,31.97335000,2.70000e-04,-2.70000e-04,133.8641000,5.90000e-03,-5.90000e-03,1.0300,0.63,-0.63,9.4388,,,1297,,,6.30,2.70,-2.70,406.0,,,,,,64.80,,,4834.00,82.00,-82.00,4.680,0.300,-0.300,0.6450,0.0210,-0.0210,292.134370,44.656170,15.527
8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,,,,,,14.13179000,1.30000e-04,-1.30000e-04,142.2590000,3.40000e-03,-3.40000e-03,0.8830,0.10,-0.10,3.9722,,,1053,,,3.20,1.20,-1.20,676.0,,,,,,43.60,,,5612.00,98.00,-98.00,4.570,0.300,-0.300,0.8300,0.3100,-0.3100,286.574830,44.795200,15.762
8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.06193400,1.40000e-06,-1.40000e-06,133.8475900,8.10000e-04,-8.10000e-04,0.2800,0.50,-0.50,2.2237,,,434,,,1.73,0.53,-0.53,1635.0,,,,,,78.20,,,5705.00,96.00,-96.00,4.560,0.300,-0.300,0.8400,0.2200,-0.2200,288.908570,44.642410,15.062
8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,,,,,,11.41926700,8.30000e-05,-8.30000e-05,137.6669000,2.70000e-03,-2.70000e-03,0.7990,0.10,-0.10,4.2208,,,927,,,2.05,0.09,-0.09,524.0,,,,,,61.20,,,4482.00,63.00,-63.00,4.680,0.300,-0.300,0.5970,0.0130,-0.0130,286.075230,44.664639,15.314
8519253,K01267.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.93820670,9.30000e-06,-9.30000e-06,136.5284000,1.10000e-03,-1.10000e-03,0.9700,0.15,-0.15,1.8889,,,789,,,4.20,1.80,-1.80,1065.0,,,,,,66.20,,,6182.00,97.00,-97.00,4.470,0.300,-0.300,1.0100,0.4300,-0.4300,299.274900,44.553490,14.423
9288786,K01390.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.74410132,4.50000e-07,-4.50000e-07,134.5079200,1.80000e-04,-1.80000e-04,0.7300,0.25,-0.25,1.5585,,,10531,,,6.36,0.21,-0.21,923.0,,,,,,338.30,,,4315.00,79.00,-79.00,4.710,0.300,-0.300,0.5640,0.0140,-0.0140,294.915860,45.783871,15.702
8958035,K01391.01,,CANDIDATE,CANDIDATE,,,,,,7.98118360,3.30000e-06,-3.30000e-06,133.8016100,1.50000e-04,-1.50000e-04,0.7590,0.10,-0.10,1.5774,,,6140,,,8.80,3.80,-3.80,977.0,,,,,,699.00,,,6225.00,98.00,-98.00,4.460,0.300,-0.300,1.0200,0.4400,-0.4400,293.709050,45.286388,14.360
