,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
297,623,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,,,,,,11.763057,7.3e-05,-7.3e-05,180.9363,0.002,-0.002,0.72,0.55,-0.55,3.023,,,990,,,2.25,0.4,-0.4,586.0,,,,,,52.3,,,4941.0,71.0,-71.0,4.67,0.3,-0.3,0.664,0.021,-0.021,294.20215,40.66341,15.208
298,625,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,,,,,,69.73297,0.00012,-0.00012,196.06344,0.00058,-0.00058,0.27,0.51,-0.51,3.8269,,,4439,,,9.3,1.2,-1.2,543.0,,,,,,372.1,,,6293.0,50.0,-50.0,4.27,0.1,-0.1,1.39,0.16,-0.16,295.41788,51.184761,13.005
301,628,4770365,K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE,,,,,,4.729344,6.7e-05,-6.7e-05,132.9467,0.0065,-0.0065,0.66,0.46,-0.46,1.8565,,,377,,,1.14,0.21,-0.21,654.0,,,,,,14.5,,,4265.0,71.0,-71.0,4.71,0.3,-0.3,0.556,0.012,-0.012,297.43039,39.847839,15.937
302,629,12406749,K01476.01,Kepler-1752 b,CONFIRMED,CANDIDATE,,,,,,56.36391,0.00065,-0.00065,222.2901,0.0036,-0.0036,0.4,0.72,-0.72,5.6256,,,2640,,,4.3,2.6,-2.6,420.0,,,,,,46.0,,,5450.0,86.0,-86.0,4.53,0.3,-0.3,0.83,0.46,-0.46,290.85413,51.222809,15.792
303,631,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,,,,,,76.13354,0.00018,-0.00018,199.48485,0.00066,-0.00066,0.02,0.51,-0.51,8.0205,,,2973,,,5.26,0.35,-0.35,410.0,,,,,,411.2,,,5493.0,59.0,-59.0,4.417,0.06,-0.06,0.982,0.063,-0.063,288.84863,51.209049,12.45
304,633,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,,,,,,20.38164,0.00018,-0.00018,142.3172,0.0033,-0.0033,0.52,0.1,-0.1,3.9163,,,1488,,,2.7,1.0,-1.0,511.0,,,,,,48.9,,,5097.0,75.0,-75.0,4.65,0.3,-0.3,0.7,0.23,-0.23,286.74188,43.190102,15.887
305,634,11402995,K00173.01,Kepler-481 b,CONFIRMED,CANDIDATE,,,,,,10.060791,5.8e-05,-5.8e-05,138.9677,0.0021,-0.0021,0.05,0.2,-0.2,4.4787,,,453,,,2.48,0.31,-0.31,905.0,,,,,,90.8,,,5706.0,50.0,-50.0,4.29,0.1,-0.1,1.18,0.15,-0.15,291.90704,49.262051,13.844
307,636,5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE,,,,,,62.9147,0.0017,-0.0017,151.725,0.01,-0.01,0.848,0.1,-0.1,11.3996,,,412,,,1.98,0.86,-0.86,422.0,,,,,,32.8,,,5726.0,83.0,-83.0,4.56,0.3,-0.3,0.85,0.37,-0.37,288.77103,40.664181,14.659
308,637,4860678,K01602.01,Kepler-1758 b,CONFIRMED,CANDIDATE,,,,,,9.97741,0.00021,-0.00021,137.2296,0.0077,-0.0077,0.812,0.1,-0.1,6.0673,,,300,,,1.72,0.8,-0.8,800.0,,,,,,19.8,,,5818.0,106.0,-106.0,4.55,0.3,-0.3,0.87,0.41,-0.41,297.79691,39.921371,14.943
309,638,5177104,K01603.01,Kepler-904 b,CONFIRMED,CANDIDATE,,,,,,3.021542,3.3e-05,-3.3e-05,133.4926,0.0035,-0.0035,0.92,0.1,-0.1,3.2023,,,176,,,1.66,0.6,-0.6,1354.0,,,,,,36.7,,,6218.0,89.0,-89.0,4.46,0.3,-0.3,1.02,0.37,-0.37,288.82291,40.38905,14.429
310,641,5357901,K00188.01,Kepler-425 b,CONFIRMED,CANDIDATE,,,,,,3.79701711,6.2e-07,-6.2e-07,133.508113,5.5e-05,-5.5e-05,0.01,0.47,-0.47,2.2378,,,14553,,,8.3,5.9,-5.9,914.0,,,,,,1873.4,,,5152.0,99.0,,4.64,0.3,-0.3,0.71,0.5,-0.5,290.35803,40.567741,14.741
311,642,9886661,K01606.01,Kepler-905 b,CONFIRMED,CANDIDATE,,,,,,5.082709,3.4e-05,-3.4e-05,133.2118,0.0023,-0.0023,0.67,0.66,-0.66,1.8732,,,256,,,1.6,0.25,-0.25,990.0,,,,,,44.3,,,5578.0,50.0,-50.0,4.5,0.1,-0.1,0.938,0.037,-0.037,290.05112,46.713371,13.984
312,644,10055126,K01608.01,Kepler-311 b,CONFIRMED,CANDIDATE,,,,,,9.17608,0.00012,-0.00012,138.7174,0.0048,-0.0048,0.863,0.1,-0.1,4.441,,,205,,,1.85,0.78,-0.78,985.0,,,,,,37.9,,,6285.0,93.0,-93.0,4.38,0.3,-0.3,1.12,0.47,-0.47,282.06128,47.085491,13.797
313,646,3660924,K01214.01,Kepler-793 b,CONFIRMED,CANDIDATE,,,,,,4.241499,8.4e-05,-8.4e-05,133.458,0.0065,-0.0065,0.25,0.29,-0.29,3.019,,,168,,,1.38,0.68,-0.68,1175.0,,,,,,19.0,,,5788.0,106.0,-106.0,4.36,0.3,-0.3,1.06,0.52,-0.52,295.21664,38.77433,14.621
315,648,3939150,K01215.02,Kepler-277 c,CONFIRMED,CANDIDATE,,,,,,33.0059,0.0006,-0.0006,145.3899,0.0068,-0.0068,0.947,0.1,-0.1,8.1422,,,265,,,3.36,0.45,-0.45,728.0,,,,,,39.0,,,5946.0,56.0,-56.0,4.08,0.1,-0.1,1.65,0.22,-0.22,286.58316,39.077202,13.42
316,649,3839488,K01216.01,Kepler-794 b,CONFIRMED,CANDIDATE,,,,,,11.13127,0.00012,-0.00012,134.3657,0.004,-0.004,0.67,0.19,-0.19,4.1332,,,212,,,1.79,0.73,-0.73,924.0,,,,,,40.7,,,6117.0,83.0,-83.0,4.33,0.3,-0.3,1.16,0.47,-0.47,288.1337,38.99688,13.459
317,651,3442055,K01218.01,Kepler-795 b,CONFIRMED,CANDIDATE,,,,,,29.61981,0.00031,-0.00031,133.6759,0.0039,-0.0039,0.902,0.1,-0.1,5.2678,,,328,,,2.27,0.88,-0.88,616.0,,,,,,46.7,,,5870.0,85.0,-85.0,4.38,0.3,-0.3,1.05,0.4,-0.4,291.01904,38.54557,13.331
319,654,4043190,K01220.01,Kepler-796 b,CONFIRMED,CANDIDATE,,,,,,6.400954,7.6e-05,-7.6e-05,136.8768,0.0043,-0.0043,0.11,0.33,-0.33,2.6213,,,141,,,1.95,0.24,-0.24,1168.0,,,,,,29.7,,,5356.0,50.0,-50.0,4.01,0.1,-0.1,1.69,0.18,-0.18,287.30786,39.14473,12.988
321,662,7303287,K01353.01,Kepler-289 c,CONFIRMED,CANDIDATE,,,,,,125.86546,0.00016,-0.00016,236.65759,0.00036,-0.00036,0.343,0.1,-0.1,9.0585,,,12588,,,18.6,5.3,-5.3,491.0,,,,,,824.7,,,6260.0,128.0,-128.0,4.08,0.3,-0.3,1.64,0.47,-0.47,297.46533,42.882839,13.956
322,665,7211141,K01355.01,Kepler-827 b,CONFIRMED,CANDIDATE,,,,,,51.92981,0.00031,-0.00031,151.9307,0.0021,-0.0021,0.56,0.52,-0.52,5.2922,,,3501,,,5.2,1.5,-1.5,451.0,,,,,,89.8,,,5738.0,90.0,-90.0,4.56,0.3,-0.3,0.85,0.23,-0.23,294.96606,42.708569,15.897
323,667,5084942,K00161.01,Kepler-475 b,CONFIRMED,CANDIDATE,,,,,,3.1055091,3.9e-06,-3.9e-06,133.20947,0.00039,-0.00039,0.8,0.13,-0.13,1.744,,,894,,,2.68,0.18,-0.18,981.0,,,,,,242.4,,,4915.0,52.0,-52.0,4.55,0.1,-0.1,0.798,0.035,-0.035,287.05173,40.211552,13.341
325,676,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,,,,,,30.18376,0.00028,-0.00028,146.6449,0.0046,-0.0046,0.441,0.1,-0.1,5.8355,,,925,,,2.8,1.2,-1.2,577.0,,,,,,40.8,,,5952.0,111.0,-111.0,4.52,0.3,-0.3,0.92,0.39,-0.39,294.31699,43.629341,15.505
326,678,9589323,K01488.01,Kepler-861 b,CONFIRMED,CANDIDATE,,,,,,3.949633,2.1e-05,-2.1e-05,134.6083,0.0017,-0.0017,0.02,0.1,-0.1,1.5564,,,802,,,2.1,1.2,-1.2,927.0,,,,,,48.2,,,5078.0,89.0,-89.0,4.56,0.3,-0.3,0.75,0.45,-0.45,292.35394,46.22628,15.623
327,679,10810838,K00174.01,Kepler-482 b,CONFIRMED,CANDIDATE,,,,,,56.35387,0.00036,-0.00036,144.8368,0.002,-0.002,0.0293,0.1,-0.1,3.3104,,,1046,,,1.94,0.08,-0.08,331.0,,,,,,62.8,,,4768.0,100.0,-100.0,4.68,0.2,-0.2,0.627,0.025,-0.025,296.82291,48.107552,13.779
328,680,9823487,K01489.01,Kepler-1753 b,CONFIRMED,CANDIDATE,,,,,,16.00451,0.00016,-0.00016,140.4833,0.0038,-0.0038,0.0246,0.1,-0.1,3.9316,,,834,,,2.03,0.73,-0.73,569.0,,,,,,41.2,,,5126.0,88.0,-88.0,4.61,0.3,-0.3,0.73,0.26,-0.26,288.23666,46.605919,15.554
329,681,5009743,K01609.01,Kepler-906 b,CONFIRMED,CANDIDATE,,,,,,41.69831,0.00062,-0.00062,169.574,0.0055,-0.0055,0.747,0.1,-0.1,5.6911,,,429,,,2.4,1.0,-1.0,577.0,,,,,,42.7,,,6292.0,95.0,-95.0,4.44,0.3,-0.3,1.06,0.45,-0.45,291.40555,40.125488,13.956
330,687,11391018,K00189.01,Kepler-486 b,CONFIRMED,CANDIDATE,,,,,,30.360447,1.4e-05,-1.4e-05,148.09095,0.00015,-0.00015,0.17,0.1,-0.1,5.9327,,,21338,,,9.88,0.31,-0.31,439.0,,,,,,1546.5,,,4905.0,69.0,-69.0,4.6,0.3,-0.3,0.699,0.021,-0.021,284.87997,49.266991,14.388
331,695,3640905,K01221.02,Kepler-278 c,CONFIRMED,CANDIDATE,,,,,,51.0802,0.0018,-0.0018,152.342,0.013,-0.013,0.699,0.1,-0.1,11.4292,,,128,,,2.21,0.22,-0.22,583.0,,,,,,20.9,,,5128.0,50.0,-50.0,3.94,0.1,-0.1,1.83,0.17,-0.17,290.10718,38.702229,11.584
332,703,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,,,,,,4.753994,1.1e-05,-1.1e-05,128.54674,0.00082,-0.00082,0.75,0.13,-0.13,2.5968,,,765,,,2.07,0.11,-0.11,773.0,,,,,,154.8,,,4725.0,44.0,-44.0,4.64,0.2,-0.2,0.687,0.02,-0.02,287.99789,50.944328,13.461
336,710,7376983,K01358.04,Kepler-1987 b,CONFIRMED,CANDIDATE,,,,,,2.34587,4.3e-05,-4.3e-05,354.1109,0.0038,-0.0038,0.43,0.62,-0.62,1.569,,,266,,,1.09,0.51,-0.51,945.0,,,,,,20.7,,,4601.0,200.0,-200.0,4.66,0.3,-0.3,0.67,0.3,-0.3,295.8255,42.94339,15.505
339,715,7102227,K01360.03,Kepler-290 d,CONFIRMED,CANDIDATE,,,,,,0.764022,1.4e-05,-1.4e-05,132.2168,0.002,-0.002,0.29,0.35,-0.35,1.1322,,,130,,,0.78,0.19,-0.19,1544.0,,,,,,16.1,,,5115.0,86.0,-86.0,4.65,0.3,-0.3,0.7,0.14,-0.14,286.41,42.681549,15.596
340,716,8107380,K00162.01,Kepler-476 b,CONFIRMED,CANDIDATE,,,,,,14.006406,5.6e-05,-5.6e-05,142.2083,0.0015,-0.0015,0.28,0.25,-0.25,4.6697,,,705,,,2.54,0.96,-0.96,752.0,,,,,,116.5,,,5817.0,95.0,-95.0,4.45,0.3,-0.3,0.96,0.36,-0.36,295.16382,43.963039,13.837
341,717,6960913,K01361.01,Kepler-61 b,CONFIRMED,CANDIDATE,,,,,,59.87769,0.00052,-0.00052,151.1868,0.003,-0.003,0.84,0.15,-0.15,5.0111,,,1404,,,2.33,0.15,-0.15,274.0,,,,,,58.7,,,4196.0,66.0,-66.0,4.72,0.3,-0.3,0.545,0.011,-0.011,295.3045,42.475288,14.995
342,723,11821363,K01494.01,Kepler-1754 b,CONFIRMED,CANDIDATE,,,,,,8.1959,0.00016,-0.00016,136.6899,0.0071,-0.0071,0.65,0.85,-0.85,2.8994,,,776,,,2.3,1.4,-1.4,659.0,,,,,,22.0,,,4559.0,200.0,-200.0,4.54,0.3,-0.3,0.78,0.3,-0.3,295.45715,50.077171,15.858
343,724,7629518,K01495.01,Kepler-863 b,CONFIRMED,CANDIDATE,,,,,,15.5949,0.00015,-0.00015,137.5577,0.0037,-0.0037,0.6,0.21,-0.21,5.0799,,,828,,,2.8,2.0,-2.0,713.0,,,,,,53.3,,,5880.0,122.0,-122.0,4.5,0.3,-0.3,0.92,0.67,-0.67,297.66452,43.248959,15.43
345,729,9636135,K01498.02,Kepler-864 c,CONFIRMED,CANDIDATE,,,,,,2.421496,3.1e-05,-3.1e-05,133.8351,0.0046,-0.0046,0.5,0.25,-0.25,2.6475,,,193,,,1.35,0.58,-0.58,1366.0,,,,,,19.4,,,6034.0,155.0,-155.0,4.5,0.3,-0.3,0.95,0.4,-0.4,285.0571,46.320679,15.776
349,751,6677841,K01236.03,Kepler-279 d,CONFIRMED,CANDIDATE,,,,,,54.3995,0.00063,-0.00063,148.8799,0.0056,-0.0056,0.9098,0.1,-0.1,7.778,,,449,,,3.1,1.3,-1.3,607.0,,,,,,30.9,,,6779.0,103.0,-103.0,4.35,0.3,-0.3,1.27,0.52,-0.52,287.3912,42.194832,13.659
350,754,6383821,K01238.01,Kepler-797 b,CONFIRMED,CANDIDATE,,,,,,27.07259,0.0004,-0.0004,139.1057,0.0052,-0.0052,0.02,0.6,-0.6,7.0142,,,507,,,1.9,1.1,-1.1,558.0,,,,,,48.4,,,5612.0,85.0,-85.0,4.52,0.3,-0.3,0.86,0.52,-0.52,297.20895,41.781712,14.556
351,757,6936909,K01363.01,Kepler-291 b,CONFIRMED,CANDIDATE,,,,,,3.546534,3.6e-05,-3.6e-05,134.9003,0.0033,-0.0033,0.61,0.57,-0.57,2.2571,,,474,,,2.07,0.96,-0.96,1164.0,,,,,,28.3,,,5934.0,152.0,-152.0,4.53,0.3,-0.3,0.91,0.41,-0.41,287.91635,42.437302,15.934
353,760,6962977,K01364.02,Kepler-292 d,CONFIRMED,CANDIDATE,,,,,,7.055652,5.7e-05,-5.7e-05,181.911,0.0038,-0.0038,0.863,0.1,-0.1,3.4193,,,703,,,2.7,1.4,-1.4,864.0,,,,,,32.9,,,5447.0,123.0,-123.0,4.47,0.3,-0.3,0.88,0.44,-0.44,295.76614,42.424278,15.956
354,766,6932987,K01366.01,Kepler-293 b,CONFIRMED,CANDIDATE,,,,,,19.25416,0.00016,-0.00016,164.7803,0.0029,-0.0029,0.13,0.61,-0.61,4.596,,,995,,,2.6,1.0,-1.0,624.0,,,,,,54.4,,,5714.0,132.0,-132.0,4.56,0.3,-0.3,0.85,0.32,-0.32,286.35806,42.406509,15.368
355,768,6934291,K01367.01,Kepler-828 b,CONFIRMED,CANDIDATE,,,,,,0.5678562,4e-06,-4e-06,134.06077,0.00051,-0.00051,0.74,0.24,-0.24,1.0213,,,345,,,1.41,0.22,-0.22,1707.0,,,,,,64.7,,,5070.0,73.0,-73.0,4.64,0.3,-0.3,0.699,0.1,-0.1,286.88727,42.47126,15.055
356,770,7841925,K01499.03,Kepler-865 c,CONFIRMED,CANDIDATE,,,,,,6.20934,0.00013,-0.00013,136.8671,0.0096,-0.0096,0.67,0.16,-0.16,2.6404,,,94,,,0.95,0.45,-0.45,926.0,,,,,,11.6,,,5438.0,84.0,-84.0,4.42,0.3,-0.3,0.92,0.43,-0.43,297.72427,43.527431,14.48
357,772,7439316,K01501.01,Kepler-866 b,CONFIRMED,CANDIDATE,,,,,,2.617056,2.6e-05,-2.6e-05,134.027,0.003,-0.003,0.36,0.48,-0.48,2.2162,,,465,,,1.4,1.3,-1.3,962.0,,,,,,33.5,,,4819.0,69.0,-69.0,4.62,0.3,-0.3,0.68,0.6,-0.6,290.12231,43.08556,15.835
358,774,12400538,K01503.01,Kepler-867 b,CONFIRMED,CANDIDATE,,,,,,150.2413,0.0015,-0.0015,138.2893,0.0037,-0.0037,0.34,0.23,-0.23,10.8801,,,2428,,,3.97,0.69,-0.69,302.0,,,,,,81.4,,,5573.0,69.0,-69.0,4.58,0.3,-0.3,0.81,0.14,-0.14,287.28531,51.249981,14.827
359,776,9813499,K01505.01,Kepler-868 b,CONFIRMED,CANDIDATE,,,,,,5.032589,7.1e-05,-7.1e-05,137.3297,0.0049,-0.0049,0.864,0.1,-0.1,3.4395,,,433,,,2.22,0.81,-0.81,1050.0,,,,,,30.1,,,5963.0,99.0,,4.51,0.3,-0.3,0.93,0.33,-0.33,282.36349,46.67524,15.695
360,779,6442377,K00176.01,Kepler-483 b,CONFIRMED,CANDIDATE,,,,,,30.22935,0.00022,-0.00022,134.5177,0.0028,-0.0028,0.708,0.1,-0.1,6.4721,,,431,,,2.6,1.3,-1.3,696.0,,,,,,78.5,,,6568.0,93.0,-93.0,4.39,0.3,-0.3,1.18,0.59,-0.59,291.64676,41.884659,13.432
363,794,6690082,K01240.01,Kepler-280 b,CONFIRMED,CANDIDATE,,,,,,2.139564,1.2e-05,-1.2e-05,133.6517,0.0016,-0.0016,0.24,0.17,-0.17,2.0617,,,271,,,1.4,0.54,-0.54,1311.0,,,,,,53.3,,,5738.0,84.0,-84.0,4.55,0.3,-0.3,0.86,0.33,-0.33,291.3905,42.180592,14.466
365,797,6448890,K01241.02,Kepler-56 b,CONFIRMED,CANDIDATE,,,,,,10.50343,0.00025,-0.00025,135.5589,0.0088,-0.0088,0.741,0.1,-0.1,13.5401,,,126,,,3.84,0.47,-0.47,1196.0,,,,,,39.3,,,4931.0,50.0,-50.0,3.58,0.1,-0.1,3.14,0.37,-0.37,293.75836,41.871868,12.44
366,800,8030148,K00155.01,Kepler-474 b,CONFIRMED,CANDIDATE,,,,,,5.660691,1.4e-05,-1.4e-05,137.41394,0.00086,-0.00086,0.663,0.1,-0.1,4.708,,,745,,,3.74,0.48,-0.48,1164.0,,,,,,221.9,,,5723.0,54.0,-54.0,4.19,0.1,-0.1,1.3,0.17,-0.17,292.3215,43.881168,13.494
367,802,6693640,K01245.01,Kepler-798 b,CONFIRMED,CANDIDATE,,,,,,13.7199,0.00015,-0.00015,140.7331,0.0042,-0.0042,0.694,0.1,-0.1,5.4958,,,308,,,2.07,0.76,-0.76,862.0,,,,,,51.4,,,6382.0,113.0,-113.0,4.42,0.3,-0.3,1.11,0.4,-0.4,292.47821,42.142288,14.2
368,806,7287415,K01369.01,Kepler-1745 b,CONFIRMED,CANDIDATE,,,,,,3.016148,3e-05,-3e-05,133.8858,0.0032,-0.0032,0.0297,0.1,-0.1,2.6938,,,233,,,1.5,1.1,-1.1,1295.0,,,,,,35.9,,,6013.0,112.0,-112.0,4.47,0.3,-0.3,0.98,0.73,-0.73,293.46902,42.822411,14.878
369,807,6924203,K01370.01,Kepler-829 b,CONFIRMED,CANDIDATE,,,,,,6.883593,8.3e-05,-8.3e-05,135.2526,0.0043,-0.0043,0.75,0.88,-0.88,2.0805,,,420,,,1.87,0.98,-0.98,874.0,,,,,,27.7,,,5707.0,79.0,-79.0,4.56,0.3,-0.3,0.84,0.4,-0.4,282.33279,42.463821,14.931
370,813,6766634,K01375.01,Kepler-1746 b,CONFIRMED,CANDIDATE,,,,,,321.2139,0.002,-0.002,206.9287,0.0014,-0.0014,0.84,0.16,-0.16,4.0652,,,2373,,,6.78,,,300.0,,,,,,120.3,,,6169.0,,,4.358,,,1.168,,,288.32043,42.261414,13.709
371,815,7211469,K01377.01,Kepler-830 b,CONFIRMED,CANDIDATE,,,,,,11.29714,0.00022,-0.00022,134.5626,0.0074,-0.0074,0.852,0.1,-0.1,4.82,,,208,,,1.82,0.28,-0.28,910.0,,,,,,22.2,,,6283.0,122.0,-122.0,4.41,0.3,-0.3,1.1,0.16,-0.16,295.05429,42.75684,14.788
372,818,12254792,K01506.01,Kepler-869 b,CONFIRMED,CANDIDATE,,,,,,40.42805,0.00059,-0.00059,139.5069,0.0055,-0.0055,0.89,0.1,-0.1,7.1836,,,912,,,3.1,1.3,-1.3,503.0,,,,,,46.7,,,5831.0,85.0,-85.0,4.54,0.3,-0.3,0.88,0.36,-0.36,289.42459,50.994122,14.982
373,819,12020218,K01507.01,Kepler-870 b,CONFIRMED,CANDIDATE,,,,,,21.35913,0.00036,-0.00036,135.0649,0.0062,-0.0062,0.847,0.1,-0.1,6.1108,,,622,,,2.8,1.2,-1.2,689.0,,,,,,34.7,,,6150.0,111.0,-111.0,4.47,0.3,-0.3,1.0,0.43,-0.43,295.40253,50.47863,15.259
374,820,7690844,K01508.01,Kepler-871 b,CONFIRMED,CANDIDATE,,,,,,22.04579,0.00039,-0.00039,136.4799,0.0067,-0.0067,0.918,0.1,-0.1,5.6292,,,764,,,3.01,0.6,-0.6,624.0,,,,,,33.1,,,5880.0,119.0,-119.0,4.54,0.3,-0.3,0.89,0.17,-0.17,294.52713,43.36816,15.689
375,823,7901948,K01511.01,Kepler-872 b,CONFIRMED,CANDIDATE,,,,,,2.578878,1.9e-05,-1.9e-05,133.2198,0.0022,-0.0022,0.71,0.25,-0.25,2.3304,,,360,,,1.74,0.74,-0.74,1231.0,,,,,,42.1,,,5731.0,96.0,-96.0,4.56,0.3,-0.3,0.85,0.36,-0.36,295.41745,43.60564,15.106
376,827,7871954,K01515.01,Kepler-303 b,CONFIRMED,CANDIDATE,,,,,,1.937034,1.1e-05,-1.1e-05,134.7194,0.0014,-0.0014,0.36,0.84,-0.84,1.4687,,,341,,,0.99,0.15,-0.15,869.0,,,,,,49.9,,,4212.0,73.0,-73.0,4.72,0.3,-0.3,0.547,0.012,-0.012,283.13547,43.657051,14.39
377,828,6803202,K00177.01,Kepler-1711 b,CONFIRMED,CANDIDATE,,,,,,21.06046,0.00021,-0.00021,143.6041,0.0038,-0.0038,0.0215,0.1,-0.1,5.2864,,,306,,,1.84,0.2,-0.2,678.0,,,,,,55.0,,,5758.0,51.0,-51.0,4.38,0.1,-0.1,1.06,0.11,-0.11,298.17722,42.237041,13.182
379,853,8751933,K01257.01,Kepler-420 b,CONFIRMED,CANDIDATE,,,,,,86.64774,0.00013,-0.00013,173.79341,0.00054,-0.00054,0.02,0.97,-0.97,4.2503,,,7248,,,7.1,4.7,-4.7,364.0,,,,,,279.3,,,5311.0,80.0,-80.0,4.47,0.3,-0.3,0.85,0.56,-0.56,291.22519,44.92738,14.651
381,856,7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,,,,,,5.621546,5e-05,-5e-05,136.8893,0.0031,-0.0031,0.17,0.29,-0.29,2.47,,,168,,,1.15,0.29,-0.29,981.0,,,,,,34.7,,,5870.0,70.0,-70.0,4.54,0.3,-0.3,0.89,0.22,-0.22,294.98547,42.727669,13.687
382,861,9527915,K00165.01,Kepler-478 b,CONFIRMED,CANDIDATE,,,,,,13.22178,4.4e-05,-4.4e-05,139.5696,0.0013,-0.0013,0.82,0.23,-0.23,2.918,,,892,,,2.74,0.3,-0.3,651.0,,,,,,103.1,,,5221.0,56.0,-56.0,4.53,0.1,-0.1,0.814,0.049,-0.049,292.48694,46.196209,13.938
383,869,12418724,K01516.01,Kepler-873 b,CONFIRMED,CANDIDATE,,,,,,20.55341,0.00022,-0.00022,139.5582,0.0042,-0.0042,0.68,0.24,-0.24,5.0883,,,716,,,3.0,1.3,-1.3,733.0,,,,,,42.8,,,6314.0,124.0,-124.0,4.44,0.3,-0.3,1.07,0.47,-0.47,296.4032,51.271339,14.829
384,870,7456001,K01517.01,Kepler-874 b,CONFIRMED,CANDIDATE,,,,,,40.06841,0.0003,-0.0003,151.8089,0.0029,-0.0029,0.0192,0.1,-0.1,5.9708,,,969,,,3.2,1.3,-1.3,562.0,,,,,,68.8,,,6061.0,107.0,-107.0,4.43,0.3,-0.3,1.03,0.43,-0.43,294.95685,43.014332,14.683
385,871,7549209,K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE,,,,,,27.50655,0.00047,-0.00047,151.8473,0.0062,-0.0062,0.0166,0.1,-0.1,5.512,,,539,,,2.0,1.2,-1.2,562.0,,,,,,32.9,,,5771.0,109.0,-109.0,4.55,0.3,-0.3,0.86,0.51,-0.51,297.3013,43.141891,15.219
386,872,7663405,K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE,,,,,,5.144392,7.7e-05,-7.7e-05,133.8272,0.0052,-0.0052,0.83,0.51,-0.51,2.5239,,,322,,,1.46,0.7,-0.7,785.0,,,,,,20.5,,,4994.0,200.0,-200.0,4.68,0.3,-0.3,0.71,0.3,-0.3,283.47818,43.383781,15.369
387,873,9765975,K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE,,,,,,18.45848,0.00015,-0.00015,138.1638,0.0031,-0.0031,0.47,0.68,-0.68,3.2938,,,541,,,1.9,1.6,-1.6,604.0,,,,,,50.5,,,5372.0,82.0,-82.0,4.51,0.3,-0.3,0.83,0.69,-0.69,289.85913,46.522671,14.516
388,874,9818462,K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE,,,,,,25.94199,0.0003,-0.0003,156.192,0.0042,-0.0042,0.45,0.71,-0.71,3.9625,,,620,,,1.93,0.74,-0.74,504.0,,,,,,40.1,,,5134.0,69.0,-69.0,4.54,0.3,-0.3,0.77,0.22,-0.22,285.2962,46.603439,14.817
389,875,12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,,,,,,33.38541,0.00044,-0.00044,148.9289,0.0051,-0.0051,0.33,0.58,-0.58,5.0904,,,550,,,2.32,0.95,-0.95,572.0,,,,,,39.0,,,5803.0,108.0,-108.0,4.41,0.3,-0.3,0.99,0.38,-0.38,295.80658,50.909801,14.264
390,892,8630788,K01258.03,Kepler-281 d,CONFIRMED,CANDIDATE,,,,,,148.2682,0.0025,-0.0025,138.011,0.0069,-0.0069,1.14,0.17,-0.17,5.4432,,,1824,,,18.0,11.0,-11.0,313.0,,,,,,22.6,,,5675.0,106.0,-106.0,4.57,0.3,-0.3,0.84,0.42,-0.42,294.10818,44.770699,15.773
391,895,8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,,,,,,133.461,0.00076,-0.00076,216.0408,0.002,-0.002,0.629,0.1,-0.1,11.9415,,,5192,,,7.0,3.1,-3.1,354.0,,,,,,180.6,,,5976.0,151.0,-151.0,4.51,0.3,-0.3,0.93,0.41,-0.41,287.1749,44.878571,15.12
393,900,8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,,,,,,14.13179,0.00013,-0.00013,142.259,0.0034,-0.0034,0.883,0.1,-0.1,3.9722,,,1053,,,3.2,1.2,-1.2,676.0,,,,,,43.6,,,5612.0,98.0,-98.0,4.57,0.3,-0.3,0.83,0.31,-0.31,286.57483,44.7952,15.762
